,released,NEED RE,order #,PO #,quantity,thick,width,length,grade,mill,frt,Total,,,,
BRIDGEWELL   P/W,,,GRAYSON,859588,20,2,4,104-5/8,2,445,25,470,,,,
WOODLANDS  P/W RIVERVIEW,,,65386,51000,20,2,4,104-5/8,2,446,44,490,,,,
WOODLANDS  P/W RIVERVIEW,,,65387,51001,20,2,4,104-5/8,2,446,44,490,,,,
WOODLANDS  P/W RIVERVIEW,,,65388,51002,20,2,4,104-5/8,2,446,44,490,,,,
WOODLANDS  P/W RIVERVIEW,,,65389,51003,20,2,4,104-5/8,2,446,44,490,,,,
WOODLANDS  P/W RIVERVIEW,,65390,7707,51004,21,2,6,104-5/8,2,337,83,420,,,,
WOODLANDS  P/W RIVERVIEW,,65391,7708,51005,21,2,6,104-5/8,2,337,83,420,,,,
WOODLANDS  P/W RIVERVIEW,was ricky-16,65392,,51006,21,2,6,104-5/8,2,337,83,420,,,,
WOODLANDS  P/W RIVERVIEW,,,65393,51007,21,2,6,104-5/8,2,376,44,420,,,,
WOODLANDS  P/W RIVERVIEW,,,65394,51008,21,2,6,104-5/8,2,376,44,420,,,,
WOODLANDS  P/W RIVERVIEW,,,65395,51009,21,2,6,104-5/8,2,376,44,420,,,,
WOODLANDS  P/W RIVERVIEW,,,65396,51010,21,2,6,104-5/8,2,376,44,420,,,,
WOODLANDS  P/W RIVERVIEW,,,65397,51011,21,2,6,104-5/8,2,376,44,420,,,,
WOODLANDS  P/W RIVERVIEW,,,65398,51012,21,2,6,104-5/8,2,376,44,420,,,,
WOODLANDS  P/W RIVERVIEW,,65399,8222,51013,21,2,6,104-5/8,2,348,72,420,,,,
BIRMINGHAM INTL,,,65400,48093,23,2,6,8,2,260,,,,,,
BIRMINGHAM INTL,,,65401,48094,23,2,6,8,2,260,,,,,,
MILLING,24-Jun,,65402,126549,20,2,6,9,4,165,,,,,,
MILLING,24-Jun,,65403,126550,1,2,6,10,3,,,,,,,
,,,,,4,2,6,10,4,,,,,,,
,,,,,7,2,4,RD,,,,,,,,
,,,,,2,2,6,RD,,,,,,,,
,,,,,5,2,4,8,KW,,,,,,,
,,,,,1,2,4,8,4,,,,,,,
MILLING,24-Jun,,65404,126551,22,2,4,8,4,,,,,,,
UNIVERSAL MARK,called ready 6-27,,7702,22279141,22,3,4,104,2,460,,,,,,
UNIVERSAL MARK,,,7703,22279143,22,3,4,104,2,460,,,,,,
UNIVERSAL MARK,,,7704,22279144,22,3,4,104,2,460,,,,,,
UNIVERSAL MARK,,,7705,22279145,22,3,4,104,2,460,,,,,,
UNIVERSAL MARK,,,7706,22279146,22,3,4,104,2,460,,,,,,
TAMPA,,,65410,76669,27,2,6,7,2,265,,,,,,
TAMPA,,,65408,76451,17,2,4,116,2,363,,,,,,
TAMPA,,65409,7713,76452,17,2,4,116,2,370,,,,,,
ABS HARAHAN 16290DM1,,,65414,222023,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM2,6-Aug,,65415,222024,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM3,,,65416,222025,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM4,,,65417,222026,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM5,20-Aug,,65418,222027,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM6,26-Aug,,65419,222028,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM7,3-Sep,,65420,222029,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM8,,,65421,222030,18,2,6,116,2,300,45,345,,,,
ABS HARAHAN 16290DM9,,65435,7714,222031,17,2,4,116,2,369,51,420,Direct ship from Grayson.,,,
ABS HARAHAN 16290DM10,10-Jul,,65436,222032,17,2,4,116,2,375,45,420,,,,
ABS HARAHAN 16290DM11,19-Jul,,65437,222033,17,2,4,116,2,375,45,420,,,,
ABS HARAHAN 16290DM12,8-Aug,,65438,222034,17,2,4,116,2,375,45,420,,,,
WOODLANDS   ,,,65405,51085,,2,4,8,2,,,,,,,
,,,,,,2,4,12,2,,,,,,,
SHELTER,,,65407,1371754,6,2,4,104,,,,,,,,
,,,,,2,2,4,12,2,,,,,,,
SHELTER DOICE KISS,,,65413,1353753,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,,,65422,1353754,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,17-Jul,,65423,1353755,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,17-Jul,,65424,1353756,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,17-Jul,,65425,1353757,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,17-Jul,,65426,1353758,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,,,65427,1353759,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,15-Aug,,65428,1353760,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,15-Aug,,65429,1353761,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,15-Aug,65430,,1353762,20,2,4,104,2,435,42,477,,,,
SHELTER DOICE KISS,,,65431,1353763,21,2,6,104,2,364,42,406,,,,
SHELTER DOICE KISS,,,65432,1353764,21,2,6,104,2,364,42,406,,,,
SHELTER DOICE KISS,,,65433,1353765,21,2,6,104,2,364,42,406,,,,
SHELTER DOICE KISS,,,65434,1353766,21,2,6,104,2,364,42,406,,,,
CHEROKEE,,,65443,172-174,20,2,4,115-7/8,2,420,,,,,,
MILLING,26-Jun,,65439,126627,15,2,6,12,3,,,,,,,
MILLING,26-Jun,,65440,126628,4,2,4,10,4,,,,,,,
,,,,,9,2,4,12,4,,,,,,,
,,,,,2,2,4,8,4,,,,,,,
MILLING,26-Jun,,65441,126629,20,2,4,9,4,230,,,,,,
,TRUCKS,UNITS,,16595,,,,,,,,,,,,
MacSouth Gainesville start in 45,2.76,55.14,,,11470,2,4,104,2,439,31,470,,,,
WRAPPED,,,,,1142,2,4,104,2,439,31,470,,,,
,,,,,1300,2,4,104,2,439,31,470,,,,
,,,,,13687,2,4,104,2,439,31,470,,,,
,,,,,1907,2,4,104,2,439,31,470,,,,
,7.09,141.86,,Total ,29506,,,,,,,,,,,
,,,,,6597,2,6,104,2,359,31,390,,,,
,,,,,17882,2,6,104,2,359,31,390,,,,
,,,,,1431,2,6,104,2,359,31,390,,,,
,9.64,202.42,,Total ,25910,,,,,,,,,,,
,,,,,372,2,6,120,2,341,31,372,,,,
,,,,,706,2,4,120,2,384,31,415,,,,
Mac South Tioga new berry,,,66346,16595A,20,2,4,104,2,438,32,470,,,,
Mac South Tioga,,,66347,16595B,21,2,6,104,2,358,32,390,,,,
,,,,,1,2,6,120,2,340,32,372,,,,
TLC,,,65445,9407,20,2,6,104,2,360,,,,,,
TLC,2-Jul,,65446,9408,20,2,6,104,2,360,20,,,,,
TURNER,17-Jul,,65530,C2375,18,2,6,116,2,295,90,385,,,,
TAMPA ,27-Jun,,65447,76508,20,2,4,7,2,345,,,,,,
,,,,,6,2,4,6,2,350,,,,,,
SUN JULY,,,65525,6060507,46,2,6,8,2PH,,,,,,,
SUN JULY,18-Jul,,65526,6060607,46,2,6,8,2PH,,,,,,,
SUN JULY,,,65527,6060707,46,2,6,8,2PH,,,,,,,
SUN JULY,18-Jul,,65528,6084607,36,2,6,10,2PH,,,,,,,
SUN JULY,29-Jul,,65529,6084707,36,2,6,10,2PH,,,,,,,
SUN JULY,,,65457,6060807,30,2,6,12,2PH,,,,,,,
SUN JULY,31-Mar,,65458,6060907,30,2,6,12,2PH,,,,,,,
SUN JULY,9-Aug,,65459,6061007,30,2,6,12,2PH,,,,,,,
MILLING,27-Jun,,65460,126630,20,2,6,9,4,165,,,,,,
BRIDGE BT  HOOVER 7/1,,,65466,860439,18,2,6,120-3/4,2,312,35,347,,,,
BRIDGE BT  HOOVER 7/1,,,65467,860441,10,2,6,120-3/4,2,310,37,347,,,,
,,,,,9,2,6,104,2,375,37,412,,,,
BRIDGE BT  HOOVER 7/8,,65468,7758,860442,21,2,6,104,2,372,40,412,,,,
BRIDGE BT  HOOVER 7/8,,65469,7759,860443,21,2,6,104,2,372,40,412,,,,
BRIDGE BT  HOOVER 7/8,,65470,7760,860444,21,2,6,104,2,372,40,412,,,,
BRIDGE BT  HOOVER 7/8,,,65471,860445,21,2,6,103-1/2,2,382,40,422,,,,
Marjam- Grayson,Direct,65476,7752,2131886-00,21,2,4,92.5,2,352,80,432,,,,
TAMPA INTL,27-Jun,,65462,76869,23,2,6,8,3,170,,,,,,
TAMPA INTL,27-Jun,,65463,76870,23,2,6,8,3,170,,,,,,
BLUELINX,27-Jun,,65465,723418,22,2,4,92-5/8,2,355,42,397,,,,
MILLING,28-Jun,,65472,126631,15,2,6,12,4,,,,,,,
MILLING,28-Jun,,65473,126632,18,2,6,10,3,,,,,,,
TAMPA INTL,28-Jun,,65474,76922,23,2,6,8,3,180,,,,,,
TAMPA INTL,28-Jun,,65475,76923,23,2,6,8,3,180,,,,,,
IDA N/O KIETH ,,,65477,22408038-007,1,2,4,107-1/4,2,465,45,510,,,,
,,,,,15,2,4,114-14,2,385,45,430,,,,
,,,,,1,2,6,107-1/4,2,380,45,425,,,,
IDA N/O KIETH ,,,65478,2240839-007,8,2,4,114-1/4,2,385,45,430,,,,
,,,,,9,2,6,114-1/4,2,365,45,410,,,,
IDA N/O KIETH ,,,65479,2240840-007,9,2,6,114-1/4,2,365,45,410,,,,
,,,,,7,2,4,12,2,350,45,395,,,,
BI ,24-Jul,,65448,48369,15,2,6,12,1,310,,,,,,
BI ,28-Jun,,65451,48370,15,2,6,12,2,290,,,,,,
TAMPA,17-Jul,,65480,76702,22,2,4,8,2,360,,,,,,
TAMPA,19-Jul,,65622,76701,22,2,4,8,2,360,,,,,,
UFPI MARK,4-Sep,,65452,22280829,20,2,4,104,2,445,,,,,,
UFPI MARK,4-Sep,,65453,22280831,20,2,4,104,2,445,,,,,,
UFPI MARK,25-Sep,,65454,22280832,20,2,4,104,2,445,,,,,,
UFPI MARK,25-Sep,,65455,22280833,20,2,4,104,2,445,,,,,,
UFPI MARK,,65456,8295,22280834,20,2,4,104,2,445,,,,,,
ABBIE JUNE,,,,4665190216,5,2,4,8,2P,,,,,,,
,,,,,5,2,4,10,2p,,,,,,,
,,,,,8,2,4,12,2p,,,,,,,
ABBIE JUNE ,,,65485,4665190217,5,2,4,8,,,,,,,,
,,,,,5,2,4,10,,,,,,,,
,,,,,8,2,4,12,,,,,,,,
ABBIE JUNE ,,,65486,4665190218,5,2,4,8,,,,,,,,
,,,,,5,2,4,10,,,,,,,,
,,,,,8,2,4,12,,,,,,,,
ABBIE JULY,25-Jul,,65487,4665190219,5,2,4,8,2P,,,,,,,
,,,,,5,2,4,10,2P,,,,,,,
,,,,,8,2,4,12,2P,,,,,,,
ABBIE JULY,29-Jul,,65488,4665190220,5,2,4,8,2P,,,,,,,
,,,,,5,2,4,10,2P,,,,,,,
,,,,,8,2,4,12,2P,,,,,,,
ABBIE JULY,14-Aug,,65489,4665190221,5,2,4,8,2P,,,,,,,
,,,,,5,2,4,10,2P,,,,,,,
,,,,,8,2,4,12,2P,,,,,,,
ABBIE JULY,,,65484,4665190107,22,2,4,8,2P,,,,,,,
ABBIE JULY,10-Jul,,65493,4665190319,2,2,6,8,2p,,,,,,,
,,,,,2,2,6,10,2p,,,,,,,
,,,,,13,2,6,12,2p,,,,,,,
ABBIE JULY,23-Jul,,65494,4665190320,4,2,6,8,2p,,,,,,,
,,,,,6,2,6,10,2p,,,,,,,
,,,,,8,2,6,12,2p,,,,,,,
ABBIE JULY,5-Aug,,65495,4665190321,4,2,6,8,2p,,,,,,,
,,,,,6,2,6,10,2p,,,,,,,
,,,,,8,2,6,12,2p,,,,,,,
ABBIE JULY,23-Jul,,65496,4665190413,4,2,4,8,2p,,,,,,,
,,,,,6,2,6,8,2p,,,,,,,
,,,,,5,2,6,10,2p,,,,,,,
,,,,,5,2,6,12,2p,,,,,,,
ABBIE JULY,31-Jul,,65497,4665190414,4,2,4,8,2p,,,,,,,
,,,,,6,2,6,8,2p,,,,,,,
,,,,,5,2,6,10,2p,,,,,,,
,,,,,5,2,6,12,2p,,,,,,,
GSWP JULY non vmi,22-Jul,,65491,1299190106,15,2,6,12,2P ,,,,,,,
GSWP JULY non vmi,,,65492,1299190207,15,2,6,12,2P ,,,,,,,
EIGHTYFOUR RICHMOND VA ,,65498,7719,RN31743,21,2,6,104,2,366,79,445,,,,
EIGHTYFOUR RICHMOND VA ,,65499,7720,RN31744,21,2,6,104,2,366,79,445,,,,
LMC LAWRENCEBURG,,65507,7726,10533871,20,2,4,104,2,436,16,452,,,,
LMC LAWRENCEBURG,,65508,7727,10533872,20,2,4,104,2,436,16,452,,,,
LMC LAWRENCEBURG,,65509,7728,10533873,20,2,4,104,2,436,16,452,,,,
LMC LAWRENCEBURG,,65510,7729,10533874,17,2,4,116,2,388,17,405,,,,
,,65511,7730,10533876,3,2,4,104,2,435,17,452,,,,
,,,,,15,2,4,116,2,388,17,405,,,,
LMC LAWRENCEBURG,,65512,7732,10533886,21,2,6,104,2,370,17,387,,,,
LMC LAWRENCEBURG,,65513,7733,10533887,21,2,6,104,2,370,17,387,,,,
LMC LAWRENCEBURG,,65514,7734,10533888,21,2,6,104,2,370,17,387,,,,
LMC LAWRENCEBURG,,65515,7735,10533889,21,2,6,104,2,370,17,387,,,,
LMC LAWRENCEBURG,,65516,7736,10533890,21,2,6,104,2,370,17,387,,,,
LMC LAWRENCEBURG,,65517,7737,10533891,19,2,6,104,2,370,17,387,,,,
,,,,,2,2,6,116,2,320,17,337,,,,
LMC LAWRENCEBURG,,65518,7738,10533895,18,2,6,116,2,319,18,337,,,,
LMC LAWRENCEBURG,,65519,7739,10533896,18,2,6,116,2,319,18,337,,,,
LMC LAWRENCEBURG,,65520,7740,10533897,18,2,6,116,2,319,18,337,,,,
LMC LAWRENCEBURG,,65521,7741,10533898,18,2,6,116,2,319,18,337,,,,
LMC LAWRENCEBURG,,65522,7742,10533920,1,2,4,128-5/8,2,374,18,392,,,,
,,,,,12,2,6,116,2,319,18,337,,,,
,,,,,4,2,6,128-5/8,2,294,18,312,,,,
BI,7--10,,65483,48515,15,2,6,12,2,310,,,,,,
FLORIDA JULY,17-Jul,,65531,4665190507,8,2,4,10,2P ,,,,,,,
,,,,,8,2,4,12,2P ,,,,,,,
FLORIDA JULY,17-Jul,,65532,4665190619,8,2,6,10,2P ,,,,,,,
,,,,,8,2,6,12,2P ,,,,,,,
Florida mess up,,,65841,4665190637,10,2,6,12,2p,,,,,,,
,,,,,6,2,6,10,2p,,,,,,,
FLORIDA JULY,,,65533,4665190620,4,2,6,10,2ph,,,,,,,
,,,,,12,2,6,12,2P ,,,,,,,
FLORIDA JULY,,,65534,4665190621,13,2,6,10,2P ,,,,,,,
,,,,,4,2,6,12,2P ,,,,,,,
EIGHTYFOUR RICHMOND VA,,65501,7721,RN31750,18,2,6,118-5/8,2,352,83,435,,,,
EIGHTYFOUR RICHMOND VA,,65502,7722,RN31751,18,2,6,118-5/8,2,352,83,435,,,,
EIGHTYFOUR RICHMOND VA,,65503,7723,RN31752,18,2,6,118-5/8,2,352,83,435,,,,
EIGHTYFOUR RICHMOND VA,,65504,7724,RN31753,18,2,6,118-5/8,2,352,83,435,,,,
EIGHTYFOUR RICHMOND VA,,65505,7725,RN31754,18,2,6,118-5/8,2,352,83,435,,,,
TAMPA,,,65500,76606,15,2,6,140-5/8,2,310,,,,,,
Woodford ,,,65506,03-092279,7,2,6,10,2,310,,,,,,
BRIDGE BT asap,10-Jul,,65523,860680,9,2,6,114-3/4,2,330,40,370,,,,
,,,,,9,2,4,114-3/4,2,395,40,435,,,,
MILLING,2-Jul,,65524,126634,7,2,6,10,4,0,,,,,,
,,,,,13,2,6,8,3,0,,,,,,
Chero Valdosta 7-8,,,65543,340-16,11,2,4,12,2,365,26,391,,,,
TAMPA,9-Jul,,65544,77103,23,2,6,8,2,305,,,,,,
CHEROKEE,,ON TRUCK,65539,179-161,15,2,6,2,2,308,42,350,,,,
Boise,,,65546,MT64573,8,2,6,104,2,365,,,,,,
,,,,,4,2,6,116,2,270,,,,,,
,,,,,8,2,4,8,2,335,,,,,,
milling ,,,65538,126636,8,2,4,8,4,,,,,,,
,,,,,9,2,4,12,kw,,,,,,,
PC PALLET,,,65540,7819,23,2,6,8,3,185,,,,,,
CHEROKEE,,,65539,179-161,15,2,6,12,2,308,42,350,,,,
BFS PANAMA,12-Jul,,65560,28030756,14,2,4,104,1,459,16,475,,,,
,,,,,5,2,6,104,2p,384,16,400,,,,
BFS MILTON,12-Jul,,65551,28030757,17,2,4,10,2p,368,22,390,,,,
BFS MILTON,,,65552,28030758,17,2,4,10,2p,368,22,390,,,,
MILLING,8-Jul,,65547,126637,20,2,6,9,4,165,,,,,,
MILLING,8-Jul,,65548,126638,20,2,6,9,4,165,,,,,,
MILLING,8-Jul,,65549,126639,22,2,4,8,4,,,,,,,
MILLING,8-Jul,,65550,126640,15,2,6,12,4,,,,,,,
BFS PALM BAY yd,,,65559,28030761,5,2,4,128,2,380,48,428,,,,
,,,,,6,2,6,128,2,345,48,393,,,,
,,,,,6,2,4,12,2,360,48,408,,,,
SMT,8-Jul,,65553,44336,20,2,4,9,4,232,,,,,,
SMT,8-Jul,,65554,44337,20,2,4,9,4,232,,,,,,
SMT,8-Jul,,65555,44338,20,2,4,9,4,232,,,,,,
WOODLANDS 51090 PAPER,,,65535,51090,10,2,4,104,2,458,42,500,,,,
15-Jul,,,,,10,2,6,104,2,388,42,430,,,,
BI,,,65588,48757,12,2,6,104,2,380,,,,,,
,,,,,8,2,4,104,2,445,,,,,,
WOODLANDS,9-Jul,,65561,51091,15,2,4,92.5,2,395,42,437,,,,
,,,,,4,2,4,104,2,445,42,487,,,,
WOODLANDS VENICE 8-5 bagged,,,65565,51150,16,2,6,141-1/4,1,365,50,415,,,,
WOODLANDS VENICE 8-5 bagged,,,65566,51151,16,2,6,141-1/4,1,365,50,415,,,,
WOODLANDS VENICE 8-5 bagged,,,65567,51152,16,2,6,141-1/4,2p,365,50,415,,,,
WOODLANDS VENICE 8-5 bagged,,,65568,51153,16,2,6,141-1/4,2p,365,50,415,,,,
WOODLANDS HEARTIS 8-5 bagged,complete,,65569,51154,16,2,6,141-1/4,1,365,50,415,,,,
WOODLANDS HEARTIS 8-5 bagged,complete,,65570,51155,16,2,6,141-1/4,1,365,50,415,,,,
WOODLANDS HEARTIS 8-5 bagged,complete,yd full,65571,51156,16,2,6,141-1/4,1,365,50,415,,,,
WOODLANDS HEARTIS 8-5 bagged,,,65572,51157,15,2,4,141-1/4,1,425,50,475,,,,
WOODLANDS HEARTIS 8-5 bagged,,,65573,51158,21,2,6,106-3/4,1,410,50,460,,,,
WOODLANDS HEARTIS 8-5 bagged,,complete,65574,51159,21,2,6,106-3/4,1,410,50,460,,,,
WOODLANDS HEARTIS 8-5 bagged,,,65575,51160,21,2,6,106-3/4,1,410,50,460,,,,
WOODLANDS HEARTIS 8-5 bagged,,,65576,51161,20,2,4,106-3/4,1,470,50,520,,,,
WOODLANDS HEARTIS 8-5 bagged,complete,,65577,51162,19,2,6,117,1,380,50,430,,,,
WOODLANDS HEARTIS 8-5 bagged,24-Sep,,65578,51163,19,2,6,117,1,380,50,430,,,,
WOODLANDS HEARTIS 8-5 bagged,24-Sep,,65579,51164,19,2,6,117,1,380,50,430,,,,
WOODLANDS HEARTIS 8-5 bagged,complete,,65580,51165,17,2,4,117,1,445,50,495,,,,
WOODLANDS VENICE 8-5 bagged,13-Aug,,65582,51166,15,2,6,12,1,350,50,400,,,,
WOODLANDS HEARTIS 8-5 bagged,4-Sep,,65583,51167,15,2,6,12,1,350,50,400,,,,
WOODLANDS HEARTIS 8-5 bagged,,,65584,51168,15,2,6,12,1,350,50,400,,,,
WOODLANDS HEARTIS 8-5 bagged,,,65581,51169,5,2,4,141-1/4,1,425,50,475,,,,
,,,,,8,2,6,117,1,380,50,430,,,,
,,,,,4,2,4,117,1,445,50,495,,,,
Chero Ranch,,,65585,178-194,20,2,4,104,2,455,45,500,,,,
Chero Ranch,,,65586,178-195,17,2,6,104,2,380,53,433,,,,
BI,,,65588,48757,8,2,4,104,2,445,,,,,,
,,,,,12,2,6,104,2,380,,,,,,
ufpi,,,65608,22273217,22,2,4,8,2,335,,,,,,
Clark 51893,,,65609,19881,25,2,4,7,2,355,44,,,,,
Clark 51894,12-Jul,,65610,19882,25,2,4,7,2,355,44,,,,,
SMT,,,65557,44355,22,2,4,8,3,275,,,,,,
SMT,,,65558,44356,22,2,4,8,3,275,,,,,,
SMT,,,65563,44382,20,2,4,9,4,232,,,,,,
GC Shelter,,,65613,4048264,1,2,4,116,2,385,20,405,,,,
,,,,,3,2,4,140-5/8,2,395,20,415,,,,
,,,,,3,2,6,116,2,365,20,385,,,,
,,,,,10,2,6,140-5/8,2,365,20,385,,,,
BOISE 7-15,,,65618,65037,5,2,6,116,2,350,20,370,,,,
,,,,,4,2,4,116,2,375,20,395,,,,
,,,,,5,2,6,104,2,355,20,375,,,,
,,,,,4,2,4,104,2,435,20,455,,,,
BI,,,7753,47893,22,2,6,92-5/8,2,265,,,,,,
BI,,,7754,47894,20,2,4,92.5,2,360,,,,,,
,,,,,2,2,6,92.5,2,265,,,,,,
SMT,,,65587,44438,22,2,4,8,3,275,,,,,,
BRIDGE ,,,65589,861194,20,2,4,104,2,445,,,,,,
BRIDGE ,,,65590,861196,20,2,4,104,2,445,,,,,,
BRIDGE ,,,65591,861197,20,2,4,104,2,445,,,,,,
BRIDGE ,,65592,7927,861198,20,2,4,104,2,411,67,478,,,,
BRIDGE ,,65593,7928,861199,20,2,4,104,2,411,67,478,,,,
BRIDGE ,10-Oct,,65594,861200,9,2,4,104,2,445,42,487,,,,
,,,,,9,2,4,116-5/8,2,400,42,442,,,,
BRIDGE 10-23 PORT RICHIE,,,65595,861201,20,2,4,104,2,445,40,485,,,,
BRIDGE THURSDAY 1-2,,,65596,861202,20,2,4,104,2,445,,,,,,
BRIDGE 1-6,,,65597,861203,20,2,4,104,2,445,,,,,,
BRIDGE ,,,65598,861204,20,2,4,104,2,445,,,,,,
BRIDGE SMYNA 7-15 PAPER,,,65599,861210,14,2,4,12,2,405,40,445,,,,
BRIDGE SMYNA 7-15 PAPER,,,65600,861211,14,2,4,12,2,405,40,445,,,,
BRIDGE SMYNA 7-22 PAPER,,,65601,861212,14,2,4,12,2,405,40,445,,,,
BRIDGE SMYNA 7-22 PAPER,18-Sep,,65602,861213,14,2,4,12,2,405,40,445,,,,
BRIDGE SMYNA 7-29 PAPER,17-Oct,,65603,861214,14,2,4,12,2,405,40,445,,,,
BRIDGE SMYNA 7-29 PAPER,24-Oct,,65604,861215,14,2,4,12,2,405,40,445,,,,
BRIDGE SINCLAIR PAPER 2/17,,,65605,861216,14,2,4,12,2,405,40,445,,,,
BRIDGE SINCLAIR PAPER 2/24,,,65606,861217,14,2,4,12,2,405,40,445,,,,
BRIDGE SINCLAIR PAPER 2/19,,,7778,22288107,22,3,4,104-5/8,2,465,,,,,,
BRIDGE SINCLAIR PAPER 2/20,,,7779,22288108,22,3,4,104-5/8,2,465,,,,,,
BRIDGE SINCLAIR PAPER 2/21,,,7780,22288109,22,3,4,104-5/8,2,465,,,,,,
UNIVERSAL,,,7781,22288110,22,3,4,104-5/8,2,465,,,,,,
UNIVERSAL,,,7782,22288111,22,3,4,104-5/8,2,465,,,,,,
MILLING,10-Jul,,65614,126641,8,2,4,10,4,,,,,,,
,,,,,4,2,4,12,4,,,,,,,
,,,,,3,2,4,8,4,,,,,,,
,,,,,2,2,4,8,KW,,,,,,,
MILLING,10-Jul,,65615,126642,7,2,6,10,4,,,,,,,
,,,,,4,2,6,10,3,,,,,,,
,,,,,6,2,6,12,3,,,,,,,
MILLING,10-Jul,,65616,126643,20,2,4,9,4,,,,,,,
MILLING,10-Jul,,65617,126644,20,2,6,9,4,165,,,,,,
BOISE,18-Jul,,65623,MT65046,2,2,6,92.5,2,250,,,,,,
,,,,,10,2,6,8,2,245,,,,,,
,,,,,2,2,6,10,2,250,,,,,,
,,,,,7,2,4,104,2,440,,,,,,
BRIDGE,,,65607,861246,17,2,4,120-3/4,2,407,33,440,,,,
ALLEE,,,7789,19-07195,21,2,6,104,2,375,,,,,,
UFPI,,,65624,22289277,21,2,6,104,2,375,,,,,,
CHEROKEE ,,,65631,181-104,22,2,4,95-5/8,2,488,54,542,,,,
UFPI GRAY,,,7784,22289029,22,3,4,104,2,465,,,,,,
UFPI GRAY,,,7785,22289030,22,3,4,104,2,465,,,,,,
UFPI GRAY,,,7786,22289031,22,3,4,104,2,465,,,,,,
UFPI GRAY,,,7787,22289032,22,3,4,104,2,465,,,,,,
UFPI GRAY,,,7788,22289033,22,3,4,104,2,465,,,,,,
UFPI MARK ,,,65621,22289088,12,2,4,8,3,280,,,,,,
,,,,,4,2,4,10,3,290,,,,,,
,,,,,2,2,4,12,3,285,,,,,,
UFPI MARK W/O 7-15,16-Jul,,65624,22289277,21,2,6,104,2,375,,,,,,
MILLING,,,65625,126645,23,2,6,8,3,185,,,,,,
BFS FREEPORT,,,65626,28128063,3,2,4,140-5/8,2,400,18,418,,,,
,,,,,12,2,6,140-5/8,2,360,18,378,,,,
TAMPA FLAMINGO ,,,65627,77533,20,2,4,104,2,450,42,492,,,,
TAMPA FLAMINGO ,,,65628,77534,20,2,4,104,2,450,42,492,,,,
DOUBLE G ,,,65629,59664,9,2,6,116,2,360,48,408,,,,
,,,,,8,2,4,116,2,370,48,,,,,
DOUBLE G ,,,65630,59665,15,2,6,12,2,330,48,,,,,
PCP,,,65632,71419,23,2,6,8,3,185,,,,,,
BRIDGE BT HOOVER,,,65633,861633,18,2,6,116,2,360,40,400,,,,
BRIDGE BT HOOVER 7-15,,,65634,861634,10,2,6,116,2,360,40,400,,,,
,,,,,9,2,6,104,2,360,40,415,,,,
WOODLANDS ,,,65635,51097,20,2,4,104,2,446,44,490,,,,
WOODLANDS ,,,65636,51098,20,2,4,104,2,446,44,490,,,,
BFS PC BAGGED ,,,65638,28128087,8,2,4,104,1,465,16,481,,,,
,,,,,12,2,6,104,1,390,16,406,,,,
BFS PUNTA,,,65637,28108709,22,2,4,8,2,370,54,424,,,,
CHEROKEE,15-Jul,,65639,178-200,10,2,6,104-5/8,2,380,90,470,,,,
BRIDGEWELL,18-Jul,,65640,861744,7,2,6,12,2,335,42,377,,,,
,,,,,12,2,6,92-5/8,2,300,42,342,,,,
BUILDERS FIRST,19-Jul,,65641,28128145,22,2,4,92-5/8,2,395,42,437,,,,
BRIDGEWELL,19-Jul,,65643,861808,22,2,4,92-5/8,2,400,42,442,,,,
MILLING,16-Jul,,65644,126646,15,2,4,10,4,,,,,,,
,,,,,2,2,4,12,4,,,,,,,
MILLING,16-Jul,,65645,126760,14,2,4,12,4,,,,,,,
MILLING,16-Jul,,65646,126761,23,2,6,8,3,185,,,,,,
MILLING,16-Jul,,65647,126762,14,2,6,10,3,,,,,,,
,,,,,4,2,6,10,4,,,,,,,
MILLING,16-Jul,,65648,126763,11,2,6,10,4,,,,,,,
,,,,,3,2,4,RD,,,,,,,,
,,,,,6,2,6,8,3,185,,,,,,
MILLING,16-Jul,,65649,126764,15,2,6,12,4,,,,,,,
LUMBER ONE,16-Jul,,65650,GA23524,20,2,4,9,4,227,,,,,,
TAMPA ,,,65657,77889,22,2,4,8,2,360,,,,,,
Cherokee Essex,17-Jul,,65656,176-163,21,2,6,104,2,380,42,422,,,,
timbo,,,,,1,2,6,12,2p,340,,,,,,
CHEROKEE   ,,,65666,172-177,1,2,6,140-5/8,2,370,,,,,,
